리뷰,점수,감정판단
잘받앗습니다 따뜻하겟네요,5,1
잘받앗습니다 따뜻하겟네요,5,1
잘받았습니다 따뜻하겟네여,5,1
별조끼는맞는데 벌옷은작게나왓네여,5,1
여러가지 삿는데 다 맘에들어요^^ !!!!!!!! 근데 생각보다 사이즈너무커요..,5,1
여러가지 삿는데 다 맘에들어요^^ !!!!!!!! 근데 생각보다 사이즈너무커요..,5,1
이쁜 강아지내복같은 느낌인데 아주 좋습니다,5,1
편하고 귀여워요 ㅋㅋㅋ 울 아기한테 찰떡이구요 근데 단추를 물어뜯을려고 해서 두개를 뗐어요 ㅠ.... 그게 포인튼디 ㅠㅠ 암튼 너무 예쁘고 따뜻하니까 다들 사세용~~ + 말티 2kg인데 길이는 맞는데 통이 좀 커요,5,1
너무 귀여워요 자꾸 벗으려고 해서 문제지만 ㅠㅠ,5,1
마름에듭니다 다음에 또살게요,5,1
마름에듭니다 다음에 또살게요,5,1
완전 기여워용 울 댕댕 노란색 넘 잘 받는다는 걸 깨닫게 됐어요 ㅋㅋㅋ 팔 길어서 완전 귀여움 ㅠㅠ,5,1
겨울내내 잘 입힐듯해요 ㅎㅎㅎ 원래 옷 입는거 싫어하는 멍멍이인데 이건 뛰어와서 입는다고 해요 ㅋㅋㅋ 보드라와서 그런거같아요 빨래해도 금방 말라서 진짜 가격대비 너므 마음에 드는 상품이에여,5,1
디자인너무 만족합니다. 다음에 또 구매할께용~~^^,5,1
실제로 봤을때는 좀더 탁한 색상이었는데 입히다보니 예뻐요 ㅋㅋ 가볍고 빨래도 편해서 좋아요 추천 ㅎ,5,1
사이즈참고 감사요 ㅎㅎ,5,1
입히기 간편하고 얇은 기모 되있어서 좋아요 몸길이 40센치 아이인데 2xl사이즈 딱 이뻐요,5,1
이쁘고 깔끔해요 실내갈때 마킹할까봐 매너벨트 가리려고 샀는데 아주 좋아요,5,1
가격에 비해 퀄리티가 좋아요,5,1
배송도 빠르고 옷도 이뻐요 ㅋㅋ,5,1
배송도 빠르고 이뻐요 ㅋㅋ,5,1
작아서 색상이랑 사이즈교환 한번 했구요  카키색이 잘어울리네요 입히니까 넘 귀여워요:),5,1
몸부분은 큰데 목쪽이 좀 작게 나온거 같아요 사이즈표 보고 일부러 L사이즈로 주문했는데 목만 딱 맞고 몸체쪽은 크더라구요  그래도 지퍼가 등쪽에 있어서 입히기도 편하구 아기가 따뜻하게 입을수 있어서 그건 좋아요~,5,1
예쁘고 넘 귀여워용,5,1
항상 핑크색계열만 사줘서 레드로 골랐어요 만져보니 원단도 부들거리고 가벼워서 애기입히기 좋네요~^^,5,1
옷은 귀엽네요 다음부턴 오배송을 하셨으면 연락을 하면 상황에 맞게 설명은 해주셨음하네요,5,1
색상도 이쁘구 사이즈표보고 확인후 구매했더니 잘 맞아요~^^ 여자애라 핑크색 딱 좋아요~~^^ 산책할때마다 입히려구요ㅎㅎ,5,1
옷을 스몰시켰다가 다시 교환했습니다 배송지를 써서 보내드렸는데 다른곳으로 배송이되어 연락했지만 문자 답변을 안하시던군요..? 그런 서비스면은 별로...,5,1
저희집 강아지가 다리가 짧은편이라 소매를 접어입혀야하지만 가격대비 좋습니다~ 7kg L사이즈 입혔어요.,5,1
50수 색만 다르게 샀어여~ 7kg 2XL 샀구요 사이즈표대로 치수 재고 샀습니다.,5,1
빠른배송 감사드립니다! 지퍼가 위에 있으니 한결 옷입히기가 더 수월했던거 같아요! 입히니 너무너무 예쁘네요 감사합니다,5,1
좋아요 좋아요 좋아요 좋아요,5,1
옷이 좀 넉넉 할줄알았는데 딱맞아요 이옷 너무 귀여워요 목부분에 산책하기 좋으라고 작은 구멍이 뚤려있는데 센스있네요 근데 단추부분이 좀 잘 안열려요 그래도 너무 귀여워요,5,1
귀여워 귀여워 :),5,1
생각보다 등길이는 짧고 허리는 너무 널널해서 수시로 손이 빠져요 모양도 안나고요 부드럽고 두툼한 것은 장점이에요,5,1
무지귀여워요^^~~,5,1
귀여워요   신축성이  좀  있음   좋았을거  같아요,5,1
조금 작게 나온듯 근데 m으로 하면 컸을것 같아요 그래서 입히면서 조금 늘리면 될것같아요 이옷 진짜 귀여워요 입히니까 너무 귀여웠어요,5,1
꿀벌귀여워용ㅡ 절대강아지혼자못벗음ㅋㅋ,5,1
한달좀지난거같은데 잘입히고잇어오,5,1
너무비싸다고 생각했던  애견옷들 정말 잘 구매했어요 수면조끼 입혔는데 너무 귀여워요 부들부들합니다~후리스는 외출용으로 구매했어요 편하고 올겨울따뜻쌀듯해요,5,1
"선물 했는데요, 다들 사진보다 실물이 예쁘고 마감처리도 깔끔하게 잘 되어있다고 고맙다 하셨어요 :))",5,1
7키로~7.5키로 강아지 생각보다 사이즈가 작네요ㅠㅠ 두겹입혀서 그런것 같기도 하구 보들보들한 재질에 단추는 페이크라 그냥 티처럼 입혀야하는거네요 디자인은 귀엽고 이뻐요,5,1
지퍼걱정 했는대 지퍼 안쪽에 천 덧때놔서 밖에 나가고 애기 몸에 닿지 않아서 정말 좋은거 같아용,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
너무 깜찍하고 예뻐요. 단추를 풀수 있음 더 편했을것같지만 지금도 만족합니다.,5,1
사이즈가 작네요 옷은 넘 이뽀요,5,1
저희 강아지랑 사이즈가 맞아서 계속 구매하네요 천이 좋아요 배송도 빠르고 많이 파세요,5,1
예쁘고 활동하기 좋습니다,5,1
너무 싸고 귀여워요 칼라별로샀어용 큰싸이즈구하기힘든데조아요,5,1
디자인도 예쁘고 마감처리도 깔끔하고 사이즈도 정사이즈예요!,5,1
많이 파세요 빠른배송감사합니다,5,1
많이파세요 빠른배송 감사합니다,5,1
저는 파타고니아 후리스 입고 강아지는 이거 입히고 산책시키면 커플룩 같아서 너무 귀여워요ㅠㅠ,5,1
배송도 빠르고 감사합니다,5,1
배송도 빠르고 감사합니다,5,1
배송도 빠르고 감사합니다,5,1
빠른배송감사합니다^,5,1
싸구배송두빨라요 너무너무조아용,5,1
가격도 저렴하고 이뻐요,5,1
너무조아요잘어울려요감사합니다,5,1
따뜻하고 부드러워요~,5,1
따뜻하고 부드러워요,5,1
입히니까 너무 귀여워요 만족합니다.,5,1
너무귀엽습니다 조아용,5,1
생각보다 팔넣는부분이 너무남네요 뭔가 어벙벙해보이네요,5,1
가슴쪽으로 지퍼가 있어 애기가 불편한거 빼고는 괜찮은거 같아요,5,1
이뻐요감사해요이뻐요잘어울려요,5,1
그럭저럭 괜찮은거  같아요,5,1
그럭저럭 괜찮은거 같아요,5,1
무난해서 좋은거 같아요,5,1
저희 댕댕이가 집에서 옷 입고 있는걸 싫어하는데 아주 좋아해요 사이즈도 딱인지 편해해요 바닥에 뒹굴고 눕고 난리입니다ㅎㅎ 가격대비 질도 좋고 맘에 들어요!,5,1
가격에비해 부풀도안나고 옷재질이좋아요~입히면예뻐요,5,1
지퍼 부분도 튼튼하게 잘 되어있고 재질도 뷰드러워요. 사람 후리스 처럼 좋아요,5,1
너무기여오요  배송두 빠르구 좋아욧 사이즈두 적당합니당,5,1
5키로 가슴둘레 38 등길이 37되는 푸들남아에요!xl사이즈 구매했는데  아주 쪼금 여유가 있어요. 움직이는데는 불편함이 없어해요😍,5,1
목부분이 늘어져요...,5,1
사이즈를 측정해서 구매한건뎅 옷교체햇어요! 배송비 2500원 날라갓어요,5,1
털이좀빠지지만 귀여워요~,5,1
실제로 받아보니 더예뻐요,5,1
실제 받아보니 더 예뻐요,5,1
실제 받아보니 더이뻐요,5,1
애가 옷을거부해서 못입히고 있어요...,5,1
6.5kg 강아지 4종조끼 모두xl구매했어요 첨엔 작아보였지만  입혀보니 편하고 부드럽고 예쁘고 잘맞아요.가격도 비싸지 않아서 좋아요. 너무 좋아서  부비부비 난리네요.,5,1
색상이 별루예요 그래도 실내복으론...,5,1
털이 많이 빠져 별루네요,5,1
사이즈가 작게 나왔네요,5,1
털이 많이 빠지네요,5,1
재질도 부들부들 애기들이 좋아해요,5,1
디자인도 이쁘고 강아지가 잘입고 다니네요,5,1
부들부들 따뜻하니 좋아요,5,1
사진은 그냥 그래이였는데 상품받아보니 다크그레이입니다ㅠㅠ 물먹은 회색같은 느낌이요 근데 다른 상품이 만족도가 높아서 그냥 교환 안하고 넘어가려구요~!!,5,1
너무 귀여워요ㅠㅠ 진짜 최고 산책나가면 다들 귀엽다고 그래서 기분이 줗아요!!!!,5,1
집에서 입을 생각이라 넉넉하게 사이즈 주문했는데 너무 귀엽고 좋아요~ㅠㅠ,5,1
치즈냥이 한테 입혔더니 귀엽네요 다만 냥이들 입히려면 털 때문에 고민하고 구매하셔야 할듯해요 그루밍할때 이빨에 좀 걸리는듯해서 사람이 집에 있는 시간에는 집안 온도가 높으니 벗겨놓습니다,5,1
사이즈 확인하고 구매했지만 옷이 생각보다 작아서 실패했어요..ㅠㅠㅠ 근데 옷이 너무 좋아서 다음에 또 구매할 생각입니닷!,5,1
너무 좋아요 활동하기도 편하고 근데 편하게 입히려고 한 사이즈 크게 주문했더니 딱 좋아요~,5,1
괜찮아요 편해요 조금커요 ^^,5,1
괜찮아요 조금커요 예뻐요,5,1
원단 느낌이 너무 좋아요~~~,5,1
소재가 느낌이 너무 부드럽고 가벼워서 애기들이 옷안입은것처럼 활동을 잘 하네요,5,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,5,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,5,1
6.5kg 강아지 4종조끼 모두xl구매했어요 첨엔 작아보였지만  입혀보니 편하고 부드럽고 예쁘고 잘맞아요.가격도 비싸지 않아서 좋아요. 너무 좋아서  부비부비 난리네요.,5,1
색상이 별루예요 그래도 실내복으론...,5,1
털이 많이 빠져 별루네요,5,1
사이즈가 작게 나왔네요,5,1
털이 많이 빠지네요,5,1
재질도 부들부들 애기들이 좋아해요,5,1
디자인도 이쁘고 강아지가 잘입고 다니네요,5,1
부들부들 따뜻하니 좋아요,5,1
사진은 그냥 그래이였는데 상품받아보니 다크그레이입니다ㅠㅠ 물먹은 회색같은 느낌이요 근데 다른 상품이 만족도가 높아서 그냥 교환 안하고 넘어가려구요~!!,5,1
너무 귀여워요ㅠㅠ 진짜 최고 산책나가면 다들 귀엽다고 그래서 기분이 줗아요!!!!,5,1
집에서 입을 생각이라 넉넉하게 사이즈 주문했는데 너무 귀엽고 좋아요~ㅠㅠ,5,1
치즈냥이 한테 입혔더니 귀엽네요 다만 냥이들 입히려면 털 때문에 고민하고 구매하셔야 할듯해요 그루밍할때 이빨에 좀 걸리는듯해서 사람이 집에 있는 시간에는 집안 온도가 높으니 벗겨놓습니다,5,1
사이즈 확인하고 구매했지만 옷이 생각보다 작아서 실패했어요..ㅠㅠㅠ 근데 옷이 너무 좋아서 다음에 또 구매할 생각입니닷!,5,1
너무 좋아요 활동하기도 편하고 근데 편하게 입히려고 한 사이즈 크게 주문했더니 딱 좋아요~,5,1
괜찮아요 편해요 조금커요 ^^,5,1
괜찮아요 조금커요 예뻐요,5,1
원단 느낌이 너무 좋아요~~~,5,1
소재가 느낌이 너무 부드럽고 가벼워서 애기들이 옷안입은것처럼 활동을 잘 하네요,5,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,5,1
소재가 너무 부드럽고 편해서 애기들이 옷안입은 것처럼 활동을 잘해요,5,1
따듯하니 아이도 편하게 입어요,5,1
"딱 좋아요, 가격대비 좋은 것 같아서 구매 했는데 생각했던 것처럼 비슷해요. 마음에 듭니다^^",5,1
카오스코트 냥이 한테 베이지색이 잘 어울리네요 다만 몸통길이를 생각 못하고  목둘레랑 가슴 둘레 사이즈에 맞추다 보니 좀 짧네요 ㅋㅋ,5,1
좋아요 미듐이작아서 라지구매햇ㄱ는대 애가말라서그런지 돌아가요 ㅋㅋ 그래도 너무 따숩부들 맘에듭니다.,5,1
선물해서 잘은 모르겠지만 디자인 가격 맘에 들어요,5,1
옷입는걸 안좋아하는데 외출용으로 구입했어요  신축성도 좋아서 불편하지 않을것 같아요,5,1
너무 귀여워요~~ 둘이서 토끼눈은 벌써 해먹었네요 ㅋ,5,1
신축성이 좋아서 불편하지 않을것 같아요,5,1
부드럽고 따뜻해보이고 너무 좋아요,5,1
괜찮아요 좋아요 조금커요,5,1
생각보다 너무커요. .ㅎㅎㅎ,5,1
가격대비 넘넘 좋아요^^! ㅎㅎ 생각 했던것처럼 예쁘고 색감도 좋고 면도 좋은 것 같아요! 감사합니다^^,5,1
가격대비 넘넘 좋아요^^! ㅎㅎ 생각 했던것처럼 예쁘고 색감도 좋고 면도 좋은 것 같아요! 감사합니다^^,5,1
가격대비 넘넘 좋아요^^! ㅎㅎ 생각 했던것처럼 예쁘고 색감도 좋고 면도 좋은 것 같아요! 감사합니다^^,5,1
마냥귀여워요 올겨울 강아지들 따숩게 보낼것 같아요,5,1
엄청 따수울거 같아요 완전 귀여워요,5,1
좋아요~~따뜻하게 입혀서 산책했어요,5,1
좋아요~~따뜻하게 입혀서 산책했어요,5,1
좋아요~~따뜻하게 입혀서 산책했어요,5,1
사이즈가 딱이에요 가성비짱이네요,5,1
같은옷 쪼로록 입혀놓고 바라보는 집사의 마음이란...흐뭇..,5,1
2.5키로 토이푸들인데 올인원은 M사이즈가 맞는데 허리가 길고 등까지 다 덮여주려고 L샀는데 편안하이 입히기 딱좋아요~,5,1
아주 토끼같은 멍뭉이들이라 귀여워요 ㅋ보들보들하고ㅋ따뜻한지 수면 조끼로도 딱!,5,1
편해보이고 신축성도 좋아보여요 색깔도이쁘구요,5,1
너무 귀여워요 ❤️근데 저희 강아지는 아직 이갈이 시기라서 토끼 눈코를 다 물어서 떼버리더라구요 ㅜㅜ 그래도 입은거보면 예뻐용 !,5,1
편해보이고 신축성도 좋아보여요,5,1
말해뭐해요 귀여워요 ㅋㅋㅋ겨울옷이라 넉넉해서 좋아요♥,5,1
M사이즈 주문했는데 2xl사이즈가왔어요... 교환하기 귀찮아서 다른애기 입힐려고요ㅠ,5,1
귀엽습니다 ㅋㅋㅋ보드랍고 !상품평이 여러개로 나뉘네요!,5,1
악 정말 너무 귀여워요 질 좋고 최고최고에요ㅠㅠ 6키로 푸들한테 엑스라지는 완전 잘맞아요,5,1
둘다 아주좋습니다.고양이가 옷입히면 얼음되는대 이건 팔이 편해서그런지 잘움직이네요.,5,1
띠듯하고 기여워용!!,5,1
세탁후 상태도 그대로고 아직도 너무 예쁘네요~^^,5,1
일단 가성비 가 넘좋아요 화면이랑 색상 같고  입혀놓으니 넘귀엽고 따뜻해보여요  잘 입힐께요 ㅎㅎㅎ,5,1
편해보여요  구러나   입고  벗으니   먼지가   많아요  빨아서   이쁘게  입힐게요,5,1
실제보고시킨게 아니라 고민되었는데 막상보니 귀염,5,1
둘다좋아요 감사해요,5,1
우리 멍멍 이들 이거입고 더귀여우니졌어요,5,1
귀여워요 세벌다 만족해요,5,1
귀여워요 세벌다 만족해요,5,1
사이즈가   작게  나왔나바요  이쁘긴 해요,4,1
도톰하구ㅡ 사이즈딱좋구ㅡ 편해보여요,4,1
이너로입히기좋아요 골지는얇아요,4,1
예뻐요가성비좋고추천함니다,4,1
너므예쁘네요-추천함니당!!,4,1
배송빨라서 좋앗어요,4,1
배송빨라서좋아요^^,4,1
S삿는데살짝큰데너무이뻐요    맘에들어요,4,1
너무귀엽구 이쁘네용ㅡㅋㅋ 모자는불편해해서 안쓰지만충분히 이뻐요ㅡㅋㅋ,4,1
별조끼랑 같이 사고 싶었는데 품절이라 토순이만 샀어요 완전 애기템이요 다들 사세요 ㅎㅎ,4,1
뒷다리까지 되어있는 옷은 처음 입어봐서 엄청 어색해 하네요 7~7.5키로 강아지 한테 딱 맞아요~,4,1
티는 처음 사봤는데 편하게 잘 움직이네요~ 다른 옷들은 털 때문에 둘레에 +해서 샀고 이건 딱 맞게 샀는데 사이즈 좋아요,4,1
같은s인데 도사이즈가다르네요옷마다 이옷은딱맞네요,4,1
벗어버렷긴하지만 좋아하는거같네요ㅋㅋㅋ,4,1
후리스로 따뜻하고 지퍼로 되어 있어 편해요,4,1
만족합니다 감사합니다,4,1
만족합니다 감사합니다,4,1
만족합니다 감사합니다,4,1
만족합니다 감사합니다,4,1
옷이 스몰인데도 많이큽니다.,4,1
퀄리티도 좋구 보들보들하니 강아지가 좋아해요. 패딩도 따땃한지 맘에들어하구요~,5,1
좀더 큰사이즈를 살껑 그랬어요! 실물이 더 예뻐요ㅠㅠ,5,1
시골에서 키우는 똥개 옷 사줬어요. 똑같은 털색으로 샀더니 피부 같네요. 엉덩이까지 덮어주고 부들부들해서 좋아요~,5,1
좋아요 좋아요 좋아요,5,1
멜빵바지 입히고싶었는데 너무 이빠요 강아지가 조금 벗을따 조금 불편햐 하지만..ㅎㅎ 맘에들어요,5,1
3.2키로푸들 잘맞아요,5,1
가격도 싸고 활동성이 좋아요,5,1
너무 이쁘고 귀엽지만 우리푸들이한테는 크고 길이는 짧아요..입으면 얼음상태가 됩니다.,5,1
가격도 저렴하고 편하고 이뽀요,5,1
m과 l의 중간이 있었으면 좋겠어요.. 품이 약간 크지만 사진과 똑같아 만족합니다 잘 받았습니다~,5,1
디자인도 이쁘고 안에 기모라서 그런지 따뜻하기 까지 합니다,5,1
사이즈 잘맞구 좋아용  ㅎㅎ,5,1
정말 좋아요 색감도 좋구요,5,1
넘 이버옹ㅋㅋㅋ살짝 작아요,5,1
주문한거랑 너무 다른게 와서 점수 그렇게 주네요,5,1
배송도 빠르고 예쁘네요!,5,1
배송도 빠르고 예쁘네요!,5,1
사진이랑 전혀 다른티셔츠가 왔네요,5,1
젛내용젛네용젛네용좋내용,5,1
입혀놓으니 예쁘고 편해하네요 잘 산거 같아요,5,1
딱마맞아요. 이뻐요,5,1
딱맞아요. 이뻐요.,5,1
강아지 입혀놓으니 이뿌네요,5,1
5키로 가슴둘레 38 등길이 37되는 푸들남아에요!xl사이즈 구매했는데  여유로워요. 다른 보통 xl보단 큰거 같은데 L 사이즈 사면 작았을꺼 같기도 해요.  움직이는데는 불편함이 없어해요😍,5,1
5키로 가슴둘레 38 등길이 37되는 푸들남아에요!xl사이즈 구매했는데  아주 쪼금 여유가 있어요. 생각보다 도톰해요,5,1
가격도착하고사이즈도딱맞네요~^^,5,1
5키로 가슴둘레 38 등길이 37되는 푸들남아에요!xl사이즈 구매했는데  딱 맞아요. 움직이는데는 불편함이 없어해요😍,5,1
도톰하면 좋을듯해요~~ 가격대비 만족합니다,5,1
약간 작은듯 만족합니다,5,1
가격대비 만족합니다,5,1
옷이 아주 귀엽고 바느질도 튼튼해요~ 입었을 때 활동성도 좋습니다~,5,1
너무좋아요.사이즈도맞고,5,1
예뻐서 입혔습니다 따스하게 입고있어요,5,1
............,5,1
...........,5,1
보들보들 너무좋아요 강아지도 편하게잘입구다녀요,5,1
천도 부들부들하고 아주 귀여워요~~ 다만 허리가 긴 아이들은 허리가 조금 짧을 것 같습니다,5,1
"너무 예뻐요. 단, 추워요 따뜻한 소재는 아님 그냐 이쁨",5,1
옷이 이뽀요  단추를 물어 뜯어버렸네요 ㅋㅋ,5,1
"깔별로 구입해썽요, 너무 좋아요",5,1
"색깔별로 다 샀어요, 좋아ㅛ",5,1
옷도 이쁘고 마감처리도깔끔해요,5,1
갈기가...너무 싼티났어요 애들 바로 갈기 물어뜯고 안어울려서 조금아쉽네요,5,1
귀여워용♡ 너구리조아용,5,1
아이에게 색도잘맞고 너무 귀엽네요,5,1
이쁘게 잘입고다니네요.,5,1
이쁘게 잘입고 다녀요.,5,1
이쁘게 잘입고 다녀요.,5,1
이쁘게 잘입고 다녀요.,5,1
이쁘게 잘입고 다녀요.,5,1
이쁘게 잘입고 다녀요.,5,1
이쁘게 잘입고 다녀요.,5,1
이쁘게 잘입고다녀요.,5,1
이쁘게 잘입고다녀요.,5,1
집에서입히려고구매했어요 좀여유있는사이즈로샀더니 넉넉하니좋네요,5,1
다른 거보다 좀 작아요.ㅜㅜ,5,1
ㅋㅋㅋ루돌프 꼭사세요 너무귀여워요. 아직 애기라서 좀클거생각해서 s삿는데 아직 3갤한테는 너무크네여 빨리 자랏으면좋겟어요. 옷너무귀엽,5,1
아기냥이 편한 옷으로 굿입니다.가성비 좋아유,5,1
색감도 이쁘고 가볍고 너무 귀워요,5,1
털빠지네요 그리고 일반적인 엑스라지 사이즈 보다 좀 작은거 같아요,5,1
싸이즈 좋고 너무 이뻐요,5,1
별루예요 싼값어치하네요,5,1
엉망이예여 털엄청빠지고상태도안좋고 환불할라고했는데  딸이상표를 뜯어서 어쩔수없이 구매합니다,5,1
애기들 보시라고 올려요ㅋㅋ  침대에선 약간 추워했는데 옷입히니까 좋아하네요,5,1
"빠른 배송, 저렴하고 가성비 좋은 제품",5,1
"빠른 배송, 가성비 좋은 저렴한 제품",5,1
배송 빠르고 화면 그대로입니다 귀여워요,5,1
따뜻하고 귀여워요ᆢ,5,1
따로 올리는건지 모르고 한꺼번에 올렸네요,5,1
배송빠르고 괜찮은데 제가 너무 큰걸 주문해서 줄여서 입혓네요 ㅜ,5,1
너무기여워요  사이즈도 딱맞고 줄자로  가슴 둘레재고 사면  딱  조아요,5,1
배송 빠르고 만족합니다 웰시코기라 허리길어서 옷이 짧은건 어쩔수 없네요 ㅠㅠ,5,1
개기엽고 ㅋㅋ 가격비햐  완전  짱입니당,5,1
너므~~~귀엽습니다 등이 길어서 라지했더니 등길이는 딱 맞고 배 부위가 큽니다  그래도 활동성있게 입기 좋아요~,5,1
맘에들어요. 애기들 미용시켜서 적당한 두께가 필요했는데 저렴하고 디자인도 귀여워서 맘에들어요!,5,1
맘에들어요. 애기들 미용시켜서 적당한 두께가 필요했는데 저렴하고 디자인도 귀여워서 맘에들어요!,5,1
가격이 넘 저렴해 옷감이나 바느질이 걱정됐었는데..옷감 두께도 딱 적당하고 감촉도 좋코 색감도 넘 이뻐요..감사~~^^,5,1
꿀벌너무귀여워요ㅋㅋ근데저희강아지는불편한가봐요 입혀놓으니얼음이네요,5,1
사이즈도 적당하고 따뜻해보여요! 소재도 좋고 내구성도 우수해 보입니다,5,1
뒷부분이 조금 어색하구 불편해해요,5,1
노령견이라 편하게 입히려고요. 잘산거 같아요,5,1
노령견이라 편하고 가볍게 입히기 좋아요,5,1
사이즈가 너무 작아서 바로 폐기. 원래 M인데 들어가지도 않네요,5,1
사진 하고 똑같아요 . 천이 좋네요,5,1
지퍼쪽 마감이 날카롭네요 애기 입히려다 따끔 찔렸어요. 지퍼도 좀 뻑뻑한편이라 입히고 채우기 불편해요 근데 사이즈도좋고 옷도 따듯하고 애기한테 너무 잘어울려요,5,1
괜찮네요 . 사진하고 같아요,5,1
디자인도 예쁘고 편해보여요,5,1
디자인도 예쁘고 편해보여요,5,1
디자인도 예쁘고 편해보여요,5,1
디자인도 예쁘고 편해보여요,5,1
디자인도 예쁘고 편해보여요,5,1
"천이 좋네요, 짱짱해요",5,1
가격대비 괜찮네요:),5,1
두가지삿는데 꿀벌은딱맞는데 후리스는크네요ㅠㅠ그래서m사이즈하나더사려구요ㅋㅋ이뻐요,5,1
두꺼운 후리스라서 좋네요 귀여워요 입혀주자마자 졸린지 ㅋㅋㅋ,5,1
너무 따뜻ㅎㅐ 보이고 예뻐요,5,1
입혔다가조금커서 안에옷하나더입고외출할때괜찮겠네요,5,1
부드럽고 편해보여서 보는내가흐뭇하네요,5,1
너무너무너무나무 귀엽잖아여 ㅠㅠ 정말 너무 귀여워요,5,1
멍뭉이가 좋아해오 굿굿,5,1
멍뭉이가 좋아해요 뜨심,5,1
애기가 나중에 커서 입기 좋을 것 같아요,5,1
따듯하게 입히고있어요,5,1
부농이도 있어요 ㅋㅋ 넘귀여워서 또삿네요 ㅋ,5,1
가볍고 입히기도 편리하고 따뜻하고 아주 좋아요,5,1
아기가 피부병이 있어서 소매있는게 필요한데 딱 좋네요 면이라 편하게입히기 좋겠어요,5,1
아 이건 너무이쁨!,5,1
여러모로 바느질부분도 깔끔하고 가격대비 좋아요,5,1
사이즈도 잘맞고 좋아욧  ㅎㅎ,5,1
따습고 편하고 사이즈 좋고 고급져요,5,1
배송빠르고 조아요     ㅎ,5,1
따따시~해용 부들부들하고 지퍼도 뻑뻑하지않아요,5,1
사이즈딱맞아요ㅠㅠ 좋아요!,5,1
ㅜ ㅜ등길이 제고 주문했는데 다른옷들은 잘맞는데 멜빵만 크네요 ㅜ ㅜ 텍도 미리 잘라버려서 교환두 안되고 슬프네요,5,1
사이즈 오차가 너무 커요,5,1
옷들이 생각보다 완전 꽉 맞긴한데 예쁘긴 하네요~ 배송도 빨라요,5,1
옷이 예뻐요~ 저희 강아지가 추위를 많이 타는데 따뜻하겠네요~,5,1
날이 추워져서 따뜻한 기모안감으로 된 옷으로 샀어요 귀엽네요,5,1
2.3키로 말티즈라 S사이즈 토순이조끼 샀는데 좀작아요ㅠ 올인원 티는 M샀는데 딱 맞아요 이뻐요,5,1
귀여우어아이닌ㅇ ㅜㅜ,5,1
품절돼서 다를거로 교환해주셨는데 넘 이뻐요~~사이즈도 잘맞고,5,1
가격대비 좋은거 같아요  사이즈를 잘못 선택해서 조금 짧지만 조키라서 괜찮네요,5,1
잘받았어요 이쁘네요,5,1
고양이 추울까바 겨울옷으로 구매했어요 딱맞아요 이쁨!,5,1
좋아요~~ 도그아이 옷 적극 추천합니다~`,5,1
같은 사이즈라도 조금씩 차이가있네요 2키로라서 엠시켰다가 넘커서 에스로 교환,5,1
귀여워요 ㅠㅠ 모두 사세요,5,1
털이 조금 빠지지만 오자마자 두번정도 빨아입히니까 안 빠져요,5,1
이제3개월 올라가는 비숑입히려고 s삿는데 아직까진 많이크네용 ㅎㅎ 그래도 둘다 너무 귀여운옷이에요^^,5,1
옷 너무이뻐요 ㅎㅎㅎ,5,1
잘 때 입히려고 샀어요 사람이 입는 수면바지 재질이고 보들보들해서 좋아해요,5,1
옷이 매우 예뻐요 꼼꼼하게 바느질 되어있어요,5,1
너무너무 조아용 ㅎㅎㅎ,5,1
선물할껀데 살짝 타이트 할듯하지만 색상이랑 옷 맘에들어요,5,1
옷이 예쁘고 바느질도 꼼꼼해요,5,1
평소 m을 입던 강아지는 m사이즈가 작고 2xl를 입던 강아지는 2xl가 크네요;,5,1
옷 이쁘고 좋아요^^ 선물할껀데 맘에 들어요^^,5,1
날씨가 많이 추워서 샀는데 잘 어울려요 ㅋㅋ 맘에 들어요,5,1
강아지 옷 잘어울려요. 귀여워요.,5,1
강아지 옷 잘 어울립니다.,5,1
품절돼서 다를거로 교환해주셨는데 넘 이뻐요~~사이즈도 잘맞고,5,1
가격대비 좋은거 같아요  사이즈를 잘못 선택해서 조금 짧지만 조키라서 괜찮네요,5,1
잘받았어요 이쁘네요,5,1
고양이 추울까바 겨울옷으로 구매했어요 딱맞아요 이쁨!,5,1
좋아요~~ 도그아이 옷 적극 추천합니다~`,5,1
같은 사이즈라도 조금씩 차이가있네요 2키로라서 엠시켰다가 넘커서 에스로 교환,5,1
귀여워요 ㅠㅠ 모두 사세요,5,1
털이 조금 빠지지만 오자마자 두번정도 빨아입히니까 안 빠져요,5,1
이제3개월 올라가는 비숑입히려고 s삿는데 아직까진 많이크네용 ㅎㅎ 그래도 둘다 너무 귀여운옷이에요^^,5,1
옷 너무이뻐요 ㅎㅎㅎ,5,1
잘 때 입히려고 샀어요 사람이 입는 수면바지 재질이고 보들보들해서 좋아해요,5,1
옷이 매우 예뻐요 꼼꼼하게 바느질 되어있어요,5,1
너무너무 조아용 ㅎㅎㅎ,5,1
